"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
1.492,0.637,0.073,0.736,-2.276,-2.033,-2.033,0.013,1.218,-0.978,0.926,-0.369,1.366,1.161,-0.297,-0.72,0.017,0.436,1.411,-0.088,0.788,1.72,-0.263,-0.01,-0.393,0.853,-1.122,-1.17,0.279,0.237,0.346,-0.013,-0.015,0.46,0.572,0.174,0.331,0.307,0.778,0.081,-1.961,-1.143,-0.26,0.153,-1.122,-0.064,-0.03,2.377,-0.188,0.203,-0.222,-0.789,-3.769,-1.198,-0.081,-0.52,-0.018,1.594,0.165,-1.148,0.074,-1.661,-0.598,0.946,-1.473,-0.863,-0.794,1.168,-0.262,-0.489,0.452,-1.588,-0.829,-0.165,0.781,0.656,-0.175,0.778,0.162,-0.753,-0.473,-0.816,-1.477,0.373,-0.06,-2.336,-0.92,0.051,-0.681,0.666,0.701,0.5,0.099,-0.91,0.802,0.605,-0.844,-1.76,-1.106,0.547
-0.637,0.239,-1.136,-1.446,-1.273,-0.745,-0.745,0.158,0.564,-0.912,-1.482,-0.089,0.789,0.84,-0.591,-0.906,-0.076,-1.02,-1.418,-1.105,1.012,0.359,-0.167,0.482,-0.449,0.007,0.174,0.348,1.295,2.085,-1.748,0.033,-0.697,0.416,0.472,0.492,-0.567,-1.421,0.629,-0.265,1.883,-2.108,0.217,0.986,0.245,0.951,0.124,1.281,1.173,1.487,-2.188,-0.128,0.031,-0.338,-0.985,-0.505,2.056,-1.427,0.477,0.387,-0.645,0.835,-0.366,2.257,0.306,-0.023,0.347,0.683,-2.006,-0.256,-0.175,1.347,-0.526,-0.069,-0.388,0.951,1.543,0.186,0.194,-1.845,-1.958,-1.605,-0.572,0.47,0.45,-0.182,0.385,-0.632,-0.204,0.375,-1.939,-1.149,0.447,-0.251,-0.423,0.292,-0.017,2.496,0.03,-0.15
-0.217,-0.433,-0.361,-0.335,-0.319,0.368,-0.368,0.564,1.487,1.214,0.552,0.977,-0.001,0.271,1.974,-1.499,0.23,0.025,0.446,-0.763,0.011,1.438,0.649,-0.22,-0.266,-0.23,0.946,-0.748,0.996,-0.598,1.292,-0.071,0.076,0.431,-2.256,-0.119,0.474,-0.208,-0.199,1.087,-1.992,0.221,1.638,0.13,0.885,-0.988,0.498,0.16,0.53,-0.677,-0.025,-0.664,1.946,0.099,-1.719,0.016,-0.095,1.829,0.658,0.834,-0.135,-0.31,2.156,-1.536,-0.143,-0.886,-1.018,-1.789,-1.339,1.218,-0.912,-0.563,-0.547,-0.057,-0.661,1.44,0.289,1.936,1.399,-1.412,-0.293,-0.432,-1.846,0.931,0.943,0.655,1.613,1.162,-0.525,-1.17,-2.145,-0.107,-2.013,0.008,-2.117,-1.318,1.639,1.86,-1.875,-1.849
0.182,-0.343,-1.748,-0.332,1.133,0.796,0.796,-0.197,-0.973,1.799,0.021,0.835,1.431,0.401,0.624,-0.354,-0.123,0.757,0.395,0.043,0.57,0.531,0.528,-3.108,0.349,2.194,0.047,-1.208,1.286,0.367,-0.748,-2.112,-0.633,-1.454,0.639,-1.047,-0.773,-0.106,-1.097,0.469,0.566,-0.016,0.791,1.065,0.25,-0.723,0.155,1.16,0.758,-0.586,-0.406,-0.157,2.654,-0.374,-0.132,1.287,-1.206,-0.697,0.368,1.095,-1.548,0.186,-0.775,-0.502,1.239,-0.287,0.506,0.426,0.656,1.013,-1.172,1.833,-1.219,-0.268,1.202,-0.746,-0.097,-0.155,1.944,1.618,-0.168,-0.439,0.185,1.006,0.258,0.433,1.321,0.349,-0.466,0.106,1.879,1,-0.246,0.686,-1.094,-0.842,1.574,-0.079,0.147,-1.406
-1.447,-0.5,0.529,-0.172,-2.282,0.728,0.728,0.799,-1.1,1.292,0.112,1.45,-0.202,0.139,-1.19,1.41,-0.652,-0.941,0.904,0.974,-0.871,-0.765,1.185,0.481,1.371,0,0.343,0.338,-1.023,-0.217,0.585,1.45,-0.323,-0.406,-1.855,-0.017,-0.604,-0.375,-2.072,2.359,-1.997,-0.075,1.511,0.932,0.375,0.449,0.268,0.757,0.955,-0.901,0.538,0.783,1.226,-0.238,1.727,0.253,1.185,-1.459,0.856,2.566,1.695,0.658,0.174,-1.212,-0.835,-0.691,0.547,1.36,-0.6,-0.446,-0.27,-1.267,-1.275,-1.202,0.128,0.979,1.294,1.6,1.459,0.849,-0.809,0.479,0.821,-0.121,-0.375,0.386,0.762,0.119,-1.128,0.937,-0.16,2.124,-1.466,2.328,-0.512,1.451,-1.319,0.313,0.98,-0.817
-0.98,-0.176,-0.364,-1.182,-1.304,-0.766,-0.766,0.236,-0.268,0.629,-0.879,-0.138,-0.11,1.365,-0.983,0.674,-1.568,0.239,1.778,-1.595,1.028,-0.083,1.008,0.311,-0.578,0.116,1.725,-0.366,1.705,-0.77,-1.198,2.176,2.623,1.862,-1.421,0.169,-1.39,0.057,-1.057,0.427,1.046,0.102,-1.386,1.566,-0.273,-1.77,0.578,1.205,-0.591,1.029,-2.604,0.91,0.979,-0.095,0.426,-1.017,-0.132,-0.596,-0.011,-1.094,0.924,-0.889,-1.6,0.224,-1.603,-1.179,0.965,-1.829,0.741,-0.005,-0.648,1.944,0.081,-2.361,0.633,0.527,0.641,-1.125,0.282,0.094,-1.62,0.518,-1.866,0.379,1.464,0.969,-2.016,1.158,-1.798,-0.559,-0.967,1.35,0.78,1.426,1.281,0.826,-0.415,-0.259,0.203,0.064
0.581,-0.637,-0.583,-0.429,-1.59,-1.723,-1.723,-0.368,3.005,-1.355,-0.481,-0.889,1.141,-1.462,-0.753,-1.178,0.338,0.324,-1.426,1.63,-0.572,-0.388,-1.206,-0.604,1.684,1.334,-0.127,-0.453,-0.189,-1.759,1.893,0.342,-2.894,1.139,-0.547,0.863,-0.004,-0.468,0.837,1.198,1.406,0.281,-0.802,-0.081,-0.171,-3.013,0.89,1.149,-0.015,0.661,-0.33,1.698,-1.378,1.867,0.188,-0.083,-0.166,-0.1,0.94,-0.391,-0.68,-1.025,0.1,-1.18,-0.3,1.239,1.061,1.151,0.131,-0.17,-0.544,0.775,0.344,0.622,1.041,0.611,0.261,-0.448,-0.331,1.622,-0.363,-0.547,-1.281,1.381,1.572,-0.598,0.686,-0.131,-0.356,-0.094,0.914,0.405,1.784,-1.321,-1.439,-0.637,0.033,-0.321,1.61,1.04
0.895,0.156,-0.769,2.38,-1.674,-0.634,-0.634,-0.64,-0.797,0.392,-0.227,-0.247,1.459,1.759,-0.071,-0.799,0.98,-0.137,-0.511,-0.445,0.302,0.253,-0.75,-0.378,0.13,0.046,0.591,1.692,2.055,-0.485,-0.62,-1.241,-1.659,0.9,-0.412,0.205,0.78,1.314,-0.538,0.828,-1.802,1.019,-1.787,-0.119,-1.518,-1.249,0.215,0.629,-0.064,-2.009,-0.072,0.665,-3.936,-0.64,0.465,2.607,-0.966,-1.163,-1.358,0.855,-1.37,-0.052,-0.071,-0.37,-0.53,0.845,1.186,-0.722,-0.008,1.254,-0.853,0.449,1.379,-0.627,0.866,0.593,1.219,-1.631,-0.517,0.13,-1.027,-0.038,-1.011,-2.495,0.996,-0.727,0.605,-0.777,0.85,-0.204,0.48,-0.555,-0.349,0.4,-0.285,-0.082,-1.335,-2.097,0.516,1.002
-0.656,1.115,1.25,0.104,-1.072,2.062,2.062,-0.788,-1.55,0.862,1.448,0.925,-1.528,-0.044,1.169,-1.64,1.26,-1.294,0.514,-0.893,1.958,-0.93,0.204,-0.718,-0.365,-0.769,-0.008,1.278,-1.687,0.638,0.581,0.329,-2.326,-0.277,-1.265,-0.004,0.763,0.827,-0.476,0.853,-0.101,0.045,-0.22,1.101,-0.591,-0.554,0.38,-0.123,0.77,0.152,0.171,-0.058,-2.356,-0.897,-0.869,-1.653,0.504,0.682,0.363,-1.135,2.807,-0.514,1.555,0.936,-1.36,1.515,-2.037,-0.557,3.199,0.178,0.019,1.524,-1.529,0.033,-0.2,-0.552,0.287,-0.563,0.001,-1.365,-1.46,1.992,-3.737,-1.742,0.964,0.644,-0.277,1.329,-2.148,0.877,-1.011,-0.453,0.498,0.701,-1.936,0.279,0.895,1.033,-1.012,0.097
2.578,0.722,-0.034,-0.149,3.764,1.08,1.08,-0.392,-0.498,-0.482,0.579,1.75,-1.282,1.386,-0.562,0.669,0.777,0.516,1.254,0.532,-0.083,-0.806,-1.623,-0.654,1.064,-0.971,-0.207,1.838,0.909,-1.404,-0.971,-1.582,0.147,0.07,-1.216,-1.002,-0.314,-0.098,0.396,-0.919,0.472,-0.316,0.187,0.78,-0.057,1.244,0.509,0.113,1.247,2.046,-0.232,1.516,1.448,-0.427,-1.41,-1.345,-0.261,0.737,-1.435,0.349,2.087,0.599,-0.354,-0.203,2.192,1.078,0.219,0.882,0.885,0.231,-1.742,-0.086,-0.772,0.291,0.482,-1.432,1.107,1.268,-0.609,-1.774,0.42,-0.785,-0.574,-1.617,1.246,0.475,1.085,-1.299,-0.089,1.811,-0.016,0.44,-0.707,0.469,1.112,1.066,-0.614,-0.81,0.066,0.178
-1.317,0.841,0.263,-1.055,-1.966,-0.505,-0.505,-0.181,0.804,0.072,-0.668,2.491,-0.543,-1.155,0.368,-0.137,-0.585,2.293,1.224,-0.387,0.418,-0.619,2.437,0.893,-0.413,-0.33,-0.142,-0.59,1.755,0.523,-1.301,-1.299,0.47,-0.827,-0.813,1.73,-0.626,-0.362,-0.693,-0.791,0.083,0.878,0.721,-0.074,0.651,1.297,-0.371,1.091,1.286,-0.481,-0.995,-0.736,-0.372,2.635,0.037,-0.815,1.054,0.232,0.835,0.32,-1.058,1.437,-0.196,1.399,-2.244,-2.079,0.362,-1.284,1.072,-0.319,-1.287,-1.79,-0.558,0.681,-0.347,2.283,1.295,-0.299,-0.289,0.618,-0.601,0.05,-1.815,-0.453,0.497,-0.561,0.499,-0.765,1.152,-0.556,-0.388,-0.753,-0.546,-0.185,-0.836,2.353,-1.658,-1.52,-0.18,0.271
-1.352,-0.294,0.456,0.319,-2.328,-0.239,0.239,-0.737,-0.956,0.755,-0.551,0.773,-0.596,-0.379,0.485,1.355,0.649,-0.972,0.704,0.3,-0.684,1.423,-0.75,1.318,-0.621,0.417,2.098,-0.516,1.055,0.519,1.206,0.965,-0.177,0.46,-0.118,0.634,1.99,0.534,-0.309,-1.555,0.776,-0.79,0.353,0.207,0.693,0.617,-0.464,1.215,-0.957,-0.961,-0.635,1.461,-1.973,0.438,1.003,-1.108,0.826,-0.694,-0.368,-1.081,0.747,0.675,-0.93,-0.084,-0.167,-1.234,-1.064,-0.849,-1.986,-0.082,0.574,-0.616,-0.529,-0.274,-1.432,0.561,0.088,-0.518,0.377,2.169,-0.093,1.085,-0.429,0.546,1.17,-0.764,-0.64,0.17,0.396,0.367,-0.92,-0.271,-0.21,-0.694,-1.315,-0.383,1.43,-0.506,-1.847,-0.183
0.57,0.376,-0.154,-0.374,-1.34,0.966,0.966,-0.251,0.241,2.573,1.649,0.517,0.959,-0.093,0.449,-3.243,-0.535,1.44,-1.514,-1.48,-1.124,-1.128,0.939,0.596,0.333,0.442,-0.518,-1.103,0.734,-1.005,-1.416,2.005,-0.059,-1.671,0.019,0.129,0.933,-0.322,-0.552,-0.329,-1.851,0.31,0.378,-1.001,-0.471,1.162,0.513,-0.33,0.987,-0.98,-1.023,-0.785,-0.343,2.003,0.154,-0.386,1.054,-1.295,0.304,0.576,-2.738,0.009,-1.569,0.221,-0.042,0.188,-0.87,-1.184,0.493,0.466,0.241,0.045,0.73,-0.579,1.381,-1.118,2.061,0.88,-0.48,-0.505,0.284,-0.77,1.135,1.314,0.43,1.551,0.363,0.506,0.172,-0.173,1.53,1.375,1.899,-1.14,0.001,0.951,0.421,-1.296,1.316,0.423
-0.394,0.753,-0.003,-2.053,-2.16,0.473,-0.473,0.285,-0.125,0.952,1.749,0.65,-0.004,0.274,-1.786,1.041,-0.348,1.169,0.785,1.208,-0.071,1.073,0.625,0.337,1.134,-1.917,0.431,0.218,-0.399,1.831,-1.097,-1.226,-0.16,-0.465,0.798,-1.11,0.008,0.443,0.569,1.585,0.272,0.79,-0.266,-1.51,-0.116,-0.06,0.406,0.291,-1.158,0.906,-1.088,0.288,-1.586,-1.08,1.915,-1.476,-0.021,-1.431,0.83,-1.657,-1.094,0.212,-0.139,-1.446,0.216,0.162,0.468,-1.242,-1.146,-0.614,-0.874,1.333,0.606,0.469,-1.815,-0.54,-0.489,0.084,0.313,-0.591,0.35,-0.212,-1.459,1.972,1.193,0.178,-0.509,-0.485,-0.37,-0.838,-0.588,0.38,1.181,1.711,-0.1,0.22,1.495,0.784,-1.635,0.359
-0.007,-0.029,-0.031,1.553,-0.42,1.364,1.364,0.271,-1.077,-1.169,0.414,-0.089,0.722,0.407,0.688,-0.889,0.432,0.442,-1.614,0.465,-0.774,-1.796,1.426,0.578,0.701,0.647,-0.223,0.798,1.032,0.559,-0.757,-0.364,-0.35,1.867,0.382,2.145,0.142,0.278,-1.535,-1.603,-0.846,0.027,-1.552,0.655,-0.06,-1.2,-0.968,1.285,-0.726,0.487,0.633,0.76,-0.481,-2.121,-0.85,-0.018,0.473,1.197,0.663,0.044,-0.232,-1.53,-0.157,1.943,-0.581,0.316,0.676,0.521,0.907,0.461,0.231,0.216,0.248,1.04,-0.562,0.032,0.175,1.278,0.639,-0.296,0.053,0.967,-3.207,0.728,-1.183,0.81,-0.758,0.57,-0.296,-1.173,0.438,1.209,-0.4,-0.962,-0.282,1.314,1.318,0.245,0.159,-1.952
-1.02,1.088,-0.954,0.188,-2.154,-1.412,-1.412,-0.644,-0.851,-1.065,-0.9,-0.379,1.153,-0.9,0.731,-0.22,0.249,1.573,-0.892,0.58,-1.521,1.161,-2.061,0.751,1.212,-0.553,0.661,0.735,-0.301,1.843,2.204,-1.985,-0.321,-2.642,-0.725,0.911,-1.414,-0.04,0.358,2.391,0.581,0.08,1.44,-0.869,0.472,1.856,0.046,-0.607,1.169,0.85,0.451,0.543,-0.656,-0.023,0.901,0.859,0.611,0.7,0.174,0.254,0.722,-0.56,-0.974,1.993,-2.205,-2.362,-1.781,0.12,0.699,0.486,0.405,-0.51,0.938,1.646,1.906,2.669,1.287,-1.055,0.659,-0.93,-0.337,0.812,-0.761,1.407,-1.62,-0.462,0.855,-0.171,-0.572,-2.058,0.567,0.251,-0.534,0.954,-0.037,0.456,1.377,0.03,-0.39,-0.803
-1.543,-0.3,0.107,-0.75,-1.81,-0.973,-0.973,1.003,-0.242,-0.262,-0.624,-0.324,-1.219,-1.951,0.126,0.807,0.823,1.123,1.29,-0.563,0.786,0.986,-0.873,-0.741,1.724,0.791,-0.316,0.898,0.294,-1.602,-0.375,-0.628,0.995,0.499,0.985,-2.694,-2.319,0.857,-0.444,-0.358,0.25,-0.302,0.29,1.2,0.458,-0.95,0.227,-0.982,1.392,-0.032,-0.602,0.528,0.454,-0.028,1.669,-0.33,-0.148,-0.223,-0.46,-0.526,-0.183,-1.364,0.639,-0.725,-0.674,-0.528,-0.342,-2.897,-1.02,-0.566,-1.594,-0.581,0.139,0.077,-0.916,0.397,-1.456,-0.375,-0.472,-0.1,-1.015,-1.313,-0.678,-0.67,1.271,-0.062,-0.839,0.426,0.806,-1.059,-0.101,-1.478,-0.523,-0.195,0.643,-0.146,1.271,0.204,-0.579,-0.384
0.458,-0.111,-0.402,1.666,-1.694,0.159,-0.159,-1.362,1.689,-0.587,-1,0.287,1.742,0.073,-0.658,-0.572,1.09,1.443,1.476,-1.077,-1.583,0.396,0.186,0.061,1.461,0.089,-0.45,0.316,-0.456,-0.658,-0.626,-1.266,0.76,0.342,0.509,-0.81,0.891,0.165,1.099,0.347,1.697,-0.409,-1.673,0.53,0.508,-0.925,-1.505,0.878,-1.264,-0.426,0.965,1.572,0.207,-3.046,1.215,-1.014,0.109,1.016,-1.669,0.332,-1.317,0.05,-1.635,-0.695,0.701,0.391,0.098,-1.161,-0.371,-0.662,0.973,0.273,-0.44,1.245,-0.555,0.016,-0.173,-0.22,-1.944,-1.676,0.148,-0.405,0.544,-2.191,1.244,-0.685,-1.038,-0.604,-0.525,2.064,1.425,-1.824,-0.193,-1.181,-0.19,0.269,1.382,-0.566,1.295,-1.942
0.613,1.049,1.106,-0.321,-1.34,2.342,2.342,-0.993,-0.906,-0.686,-0.507,1.684,-0.536,-1.341,-0.721,1.042,0.054,0.033,-0.225,-0.537,-0.161,-0.989,0.914,-0.828,0.909,-3.647,0.033,-0.227,-0.19,-0.916,-0.81,-2.147,1.436,1.196,-0.289,0.401,1.822,0.177,0.208,-0.113,-0.436,-0.196,0.149,-0.084,-0.656,-0.166,0.142,-0.463,-0.71,-0.597,0.864,-1.377,0.424,-0.584,-0.009,-0.408,0.965,0.317,-0.166,-0.824,-0.044,1.278,-0.295,-0.348,-0.773,1.215,-0.097,0.072,-0.909,0.486,-0.434,1.406,-0.625,-0.554,-0.838,-0.003,-0.045,-0.375,-0.993,-0.025,0.643,-1.114,-1.382,0.667,1.191,0.13,-1.35,0.385,-0.288,1.275,-0.745,0.384,0.074,-1.122,-0.838,0.306,-1.076,-1.232,0.376,-1.071
-0.165,1.057,0.133,0.819,-1.326,-0.546,-0.546,0.109,-0.458,1.364,1.076,0.508,-0.002,0.633,-1.815,0.905,0.042,1.032,2.142,0.97,-0.811,0.817,1.352,-1.066,-0.526,-0.71,0.567,2.089,-0.487,1.081,1.494,-0.528,0.455,-0.224,-0.073,-0.289,-1.136,1.224,0.636,-0.875,0.788,-0.013,-1.138,-2.396,1.435,-0.899,0.439,-0.505,-0.91,-0.537,-1.176,-2.472,-0.787,0.315,0.596,0.437,-0.231,-0.311,-0.304,-0.305,-0.411,0.115,0.227,0.077,0.236,-0.137,-1.009,-0.792,0.457,0.316,0.686,-0.81,-2.24,-1.265,0.026,-0.208,-0.865,-0.296,-0.909,-1.418,1.667,-0.032,1.229,0.041,0.776,0.041,-0.676,-0.713,0.405,0.731,0.022,-1.078,0.432,-0.301,0.384,0.39,-0.23,0.899,-1.561,0.777
0.026,-0.513,-0.591,-1.334,-1.706,0.571,0.571,1.398,-1.075,-0.69,1.233,2.042,-0.167,-0.323,0.572,1.41,0.49,-0.431,0.957,-0.488,0.029,0.518,0.898,1.306,0.553,0.75,-0.172,-0.731,-0.409,-1.891,0.288,-1.294,0.012,0.472,0.509,-0.103,0.074,0.211,-0.775,-0.538,-0.15,0.198,0.54,0.797,-1.415,1.486,0.078,-0.272,0.563,-1.506,-0.502,-0.651,1.352,0.187,0.665,0.54,-0.464,1.13,0.387,-0.491,-1.989,-1.806,0.042,-0.596,-1.532,-1.128,-0.431,-0.842,-0.966,1.226,-0.226,-0.768,-0.357,-0.56,-0.281,-0.079,-0.285,0.235,0.647,2.703,1.702,1.109,-0.728,0.189,-1.551,1.332,1.301,-1.188,0.28,0.048,0.27,0.501,-1.312,0.072,-0.54,1.65,0.898,-1.434,-0.59,0.889
0.555,1.295,0.482,0.397,-1.742,-2.253,-2.253,0.693,-1.027,0.005,-0.778,-1.316,0.528,-0.397,-2.125,0.369,-0.924,1.138,0.177,-0.965,-0.257,-1.852,-0.637,1.223,-0.39,0.445,-0.181,1.987,0.678,-0.245,-0.333,0.251,-0.318,0.734,0.071,-2.372,-1.455,1.364,-1.838,1.046,-0.836,-1.292,0.361,-0.967,1.545,-1.878,-0.497,-1.415,-1.366,-0.753,0.69,0.654,1.289,0.052,-0.852,-0.715,-0.579,-0.227,0.484,0.215,-1.54,1.892,-0.264,0.152,-0.244,-0.094,1.315,-0.748,-0.499,-0.153,-0.252,-1.378,-0.822,-1.35,0.725,0.217,0.918,1.251,-1.578,1.919,0.739,0.474,0.393,-0.079,-0.011,0.862,-0.561,0.686,-0.428,0.924,-0.452,-0.497,-0.065,-0.623,1.573,-0.409,-0.551,1.565,-0.846,1.002
0.882,1.107,1.177,0.749,0.588,-0.028,0.028,-0.205,-0.523,-1.029,-1.5,-1.755,-0.358,-0.34,0.575,0.963,0.064,-0.853,0.1,-0.718,-0.557,0.147,-0.612,1.746,0.766,-0.033,-0.1,0.704,-1.336,-1.513,-2.992,-0.04,1.582,-0.297,0.322,-0.177,0.125,-0.323,0.367,0.312,0.787,-0.527,0.107,0.281,0.298,-1.295,-0.666,0.088,-0.166,-0.75,-1.201,-0.713,0.173,0.356,-0.482,-1.174,0.749,-0.64,-1.623,-0.84,1.009,-0.723,-0.859,0.964,1.429,-0.734,0.603,1.577,-0.174,1.486,0.532,0.027,0.243,0.937,-0.269,0.878,-1.422,2.581,-0.192,1.332,1.189,0.592,-0.307,1.134,-0.208,-0.348,-0.949,-0.441,0.923,-0.518,-0.441,1.711,-1.072,-0.65,-0.733,0.184,0.289,-0.409,0.184,-0.232
-0.631,0.149,-1.484,0.664,-1.215,-0.038,0.038,-2.665,1.945,0.705,0.598,-0.219,-0.774,-1.679,1.082,0.989,-0.119,-0.022,-1.049,-0.799,-1.076,0.255,-0.144,0.02,1.198,1.11,-0.348,-2.288,2.042,0.386,0.042,0.193,-2.902,-1.559,0.819,-1.643,0.221,0.181,0.859,-0.014,0.511,0.59,0.783,-0.068,-1.49,-0.667,1.458,0.207,0.484,0.694,-0.349,0.226,0.362,-0.413,0.808,-0.399,-0.936,-0.735,-1.04,-0.304,0.122,-0.346,0.448,-0.659,-0.885,0.542,0.192,-0.21,0.616,2.083,0.111,0.458,-0.013,-0.069,0.238,-0.182,-0.956,0.774,-0.516,-0.22,1.528,0.617,-0.25,-1.523,0.3,-0.423,1.054,1.875,1.302,0.838,-0.31,-0.292,0.955,-1.365,-0.095,0.385,-0.303,-1.116,-0.284,-0.775
-1.651,0.591,0.395,1.689,0.875,-0.506,-0.506,0.371,0.466,0.647,-1.217,0.943,0.81,-0.227,0.248,-1.045,-0.913,1.647,-0.921,-0.667,0.289,-1.266,-0.55,0.196,-1.3,0.41,-1.983,0.178,-0.337,0.217,0.022,0.497,0.762,-0.878,0.296,-1.295,0.062,1.248,0.397,1.444,-0.941,-0.912,-0.777,-1.078,0.643,0.767,0.478,0.423,-1.051,0.283,-0.382,-0.064,0.594,-0.514,0.486,-1.04,-1.659,0.052,1.494,1.028,-1.992,0.443,0.008,-0.203,-2.057,0.32,0.494,1.08,-0.656,0.796,2.222,-0.144,0.583,0.441,-0.223,-0.958,-0.12,-0.036,-0.221,0.863,0.312,1.84,0.136,0.412,0.837,-0.698,-1.405,-0.637,-1.215,0.511,0.7,0.808,0.349,-0.463,-0.658,0.276,1.84,0.211,0.137,0.982
0.567,-0.848,0.262,0.51,-2.921,-3.437,-3.437,0.303,-0.749,0.077,0.068,1.036,-0.074,-0.687,0.22,0.222,-0.072,1.025,-0.035,0.36,0.758,0.594,2.341,0.284,0.798,-0.852,0.038,0.799,-1.452,-1.271,-0.473,0.874,1.591,2.331,0.886,-0.174,1.034,-0.824,0.049,1.45,0.565,-0.157,0.551,-0.28,-1.57,-0.916,-0.751,-0.338,0.59,-1.533,-0.163,1.932,1.87,-2.3,0.417,-0.096,-0.827,2.76,1.656,0.893,0.646,1.687,1.333,0.91,-0.122,-0.693,0.62,-1.6,-1.92,0.979,-0.841,-1.594,-0.306,0.295,1.267,1.548,-1.545,0.97,-1.07,0.207,1.18,-1.149,-1.219,-0.773,0.739,1.962,-0.102,-0.754,-0.297,0.647,0.885,0.976,0.967,-1.741,1.311,-0.705,0.314,-2.072,1.926,-1.382
0.46,1.324,-1.637,-1.197,-0.712,1.179,1.179,0.131,-0.431,0.652,-0.439,1.356,1.91,-1.516,-0.195,-1.504,0.689,1.877,0.2,-0.319,0.418,-0.613,-0.49,2.11,-0.125,-0.423,0.032,-1.256,-0.012,0.354,-0.951,1.529,0.69,-0.861,-0.413,0.105,0.334,-0.835,-0.431,-0.167,-0.951,1.844,-0.598,0.143,-0.7,-1.23,-1.09,1.965,-0.308,-0.005,0.502,-0.622,-0.817,1.014,-0.946,0.625,-0.363,0.913,1.366,-0.503,-1.616,0.654,0.386,-0.798,-1.268,-0.357,-0.151,-0.023,-1.694,1.771,-1.483,-0.943,-1.266,-0.49,0.326,-1.135,-1.18,-1.145,0.419,-0.033,1.06,0.408,1.919,-2.132,1.329,0.996,0.813,-0.258,-0.176,-1.39,0.819,-0.087,-0.369,0.633,0.682,0.687,0.002,-0.446,-0.317,-1.227
1.232,-0.61,1.502,-1.015,-1.496,-1.833,-1.833,0.342,0.867,-0.15,0.373,-0.32,-1.858,0.66,-1.129,-0.527,-2.239,-0.973,0.649,0.448,2.339,-0.622,-0.447,0.781,0.399,-0.41,1.417,0.077,0.123,2.306,-1.514,-0.297,-0.485,-0.543,-0.641,-1.471,1.737,-1.23,-0.92,-0.32,0.638,0.164,-0.184,0.407,0.112,-0.263,-0.512,-0.405,0.233,-0.318,0.053,0.262,-1.588,0.413,-0.019,2.323,-1.643,0.846,-0.98,-0.756,-0.078,2.372,1.429,1.7,-2.048,1.109,-1.544,-0.082,-0.104,1.005,-0.16,0.618,-0.373,0.745,-0.008,0.354,-0.539,-0.004,-0.222,-0.28,-1.202,-0.595,-0.65,-0.576,0.058,0.18,0.42,1.602,-1.301,0.225,1.323,-0.769,1.326,-0.258,0.501,-0.182,-0.931,0.403,0.254,0.892
-1.439,1.196,0.518,-0.462,-0.902,-0.451,0.451,0.628,0.37,0.739,1.155,-0.663,0.199,0.36,0.849,1.495,-1.066,0.105,-0.21,1.316,0.857,1.149,0.984,-0.176,-0.292,-0.564,-0.584,-1.496,0.386,0.835,-0.171,0.326,0.583,-0.406,-0.886,-0.366,-2.233,0.364,-0.416,-0.157,0.105,-0.402,-1.217,-1.171,0.429,0.438,0.458,0.353,1.43,0.452,-0.189,-0.69,0.788,-3.2,-0.073,-3.266,-0.039,1.067,-0.453,-0.207,-0.257,-0.106,-0.019,0.333,0.937,-0.726,-2.477,1.912,0.614,-0.044,-0.451,0.953,1.181,-0.776,-0.614,-0.213,0.473,-0.3,-1.361,-0.731,1.522,0.531,0.923,1.394,2.47,1.434,-0.821,1.946,-0.933,-0.683,0.381,-1.161,1.019,1.439,-0.211,-0.351,1.422,-0.004,-1.294,0.473
0.832,0.461,0.545,1.159,0.047,3.274,3.274,-1.783,0.399,-0.103,-0.515,-1.48,-0.681,0.586,1.579,2.307,-1.37,2.124,-1.155,-0.044,-0.388,-1.142,-1.256,-0.51,-1.111,-0.83,-0.42,-2.302,-0.12,0.618,1.199,-0.604,-2.06,1.434,2.263,-0.273,0.264,0.652,0.798,-1.64,-0.797,0.403,-0.051,0.589,-0.793,-0.601,-0.542,1.163,1.957,-1.678,0.568,0.631,-0.819,-1.41,0.721,-0.965,0.077,1.824,-0.499,0.543,-1.311,0.547,0.89,-0.549,-0.696,-0.052,0.419,-0.709,0.135,-1.663,0.233,0.234,1.595,-0.484,1.629,-0.485,-3.066,0.568,-0.399,-0.021,0.357,0.376,-0.304,-0.353,-1.588,0.859,-0.395,-0.271,-0.956,-0.494,0.858,-0.143,0.928,0.858,-0.151,0.438,0.186,-1.385,0.027,-1.482
